id,text,rating,date,source,app,cleaned_text,word_count,language
65d65e33-5080-43ba-9624-f9c6f9a51140,"it is a very good app because I'm a digi user before this when I changed into this my u mobile, myumobile are better then digi, this my u mobile giving me problem a month already, everytime the line cut out, I cannot even play my games smooth way",2.0,2026-05-25 13:39:31,play_store,MyUMobile,"it is a very good app because I'm a digi user before this when I changed into this my u mobile, myumobile are better then digi, this my u mobile giving me problem a month already, everytime the line cut out, I cannot even play my games smooth way",49,en
2ac9b68e-fc3a-4fc4-9793-4214543ded8c,"Very bad app.The price for the prepaid internet is so expensive but yet when u want to purchase internet quota, u'll get popup to purchase something more expensive or to add more add on. Very misleading that sometimes I thought that it is a discount but actually u paid more as u purchase twice. No warning whatsoever, just realizing my credit is low. Also, when u clicked the button twice, w/o any validation, u've purchased twice. I'll change to another Telco after this as this felt like a fraud.",1.0,2026-05-25 06:59:29,play_store,MyUMobile,"Very bad app.The price for the prepaid internet is so expensive but yet when u want to purchase internet quota, u'll get popup to purchase something more expensive or to add more add on. Very misleading that sometimes I thought that it is a discount but actually u paid more as u purchase twice. No warning whatsoever, just realizing my credit is low. Also, when u clicked the button twice, w/o any validation, u've purchased twice. I'll change to another Telco after this as this felt like a fraud.",89,en
51039a76-e533-47d6-b49d-7afa2fc64192,one of the worst internet service provider ever especially for the family plan.,1.0,2026-05-25 06:08:18,play_store,MyUMobile,one of the worst internet service provider ever especially for the family plan.,13,en
5b6cf6e0-d0dc-4f7b-8d06-7129f411bf6c,"Banyak tipu , line lembab kejap ada kejap xd",1.0,2026-05-25 02:54:27,play_store,MyUMobile,"Banyak tipu , line lembab kejap ada kejap xd",9,id
c7c02dda-1620-40bb-819f-9cfb99abefdb,fix ur damn line it's so lag ngl,2.0,2026-05-24 15:14:31,play_store,MyUMobile,fix ur damn line it's so lag ngl,8,fr
e56316da-0f0a-4fd0-b25f-add9cc054151,"tak boleh pakai, membazirkan jer.Bayar mahal tetapi line mcm siput 🫡🫡",1.0,2026-05-24 07:38:15,play_store,MyUMobile,"tak boleh pakai, membazirkan jer.Bayar mahal tetapi line mcm siput 🫡🫡",11,id
feeca938-c766-489f-8958-c3792b783b4d,line macam bodo la umbolie bbi beli smpai 40 still sma bangang,1.0,2026-05-24 01:53:55,play_store,MyUMobile,line macam bodo la umbolie bbi beli smpai 40 still sma bangang,12,id
e9d54de0-9263-4838-9026-ae2915cc6337,Umobile. please update your app to something called full detail on each data plan. you made me spend rm20 on a plan that says 2k GB olny on Sarawak and Sabah. please put the more details on each plan showing all the details rather than pressing on the annoying full details just to see all the full details. People usually don't press that so remove that feature on the next update asap and put all the details on each plan rather leave a single detail on the plan. be more convenient please,1.0,2026-05-23 08:47:07,play_store,MyUMobile,Umobile. please update your app to something called full detail on each data plan. you made me spend rm20 on a plan that says 2k GB olny on Sarawak and Sabah. please put the more details on each plan showing all the details rather than pressing on the annoying full details just to see all the full details. People usually don't press that so remove that feature on the next update asap and put all the details on each plan rather leave a single detail on the plan. be more convenient please,92,en
8dbc7500-9d5e-4563-9530-7f8f372285a6,Beli data line macam sial slow,1.0,2026-05-23 06:04:38,play_store,MyUMobile,Beli data line macam sial slow,6,it
5683d8e9-4897-41bb-8b39-c2a19f757137,aplikasi sangat sukar digunakan apatah lagi pihak u mobile sentiasa membuat gangguan internet yang tidak sepatutnya.di minta pihak u mobile lebih bertanggungjawab.,1.0,2026-05-23 04:39:32,play_store,MyUMobile,aplikasi sangat sukar digunakan apatah lagi pihak u mobile sentiasa membuat gangguan internet yang tidak sepatutnya.di minta pihak u mobile lebih bertanggungjawab.,22,id
8592bde7-4ab2-44a0-8857-75d631882ab2,line terukkk!! stuck² mau buka youtube..tolong la perbaiki dah knpa umobile ni..xkan mau tukar sim lagii aduihh,1.0,2026-05-22 18:51:42,play_store,MyUMobile,line terukk!! stuck² mau buka youtube..tolong la perbaiki dah knpa umobile ni..xkan mau tukar sim lagii aduihh,17,id
677cfce6-ae07-4e21-9b40-7ab698b2c4dd,Umobile silently removed 90days validity 😭,1.0,2026-05-22 16:56:48,play_store,MyUMobile,Umobile silently removed 90days validity 😭,6,en
788210b2-739d-45be-b9f5-6ff1fc0d9b31,x kuat x function and buang duit,1.0,2026-05-22 16:22:38,play_store,MyUMobile,x kuat x function and buang duit,7,en
b737be11-1ffc-4604-86c9-50764b106fc6,tolong baguskan data saya #umobile lancar,5.0,2026-05-22 10:14:31,play_store,MyUMobile,tolong baguskan data saya #umobile lancar,6,tl
b3ce81e5-04fa-4e6e-b3a2-45475534ff7c,"LINEEE SIPUT SLOW NA MATI , BARU BELI INTERNET SLOW DH CELCOM BETTER .",1.0,2026-05-22 09:23:18,play_store,MyUMobile,"LINEE SIPUT SLOW NA MATI , BARU BELI INTERNET SLOW DH CELCOM BETTER .",14,en
f1b25077-e094-4c55-9166-fec509e0b7cc,"Umobile scam dont subscribe to their plan, i just bought umobile wifi for like 7 months now, at 1st 2 months the internet connection was good, now its become so slow and not stable at all, even my mobile data have more stable connection. I can even show proof that their coverage changing alot for the past 7 months",1.0,2026-05-21 12:39:03,play_store,MyUMobile,"Umobile scam dont subscribe to their plan, i just bought umobile wifi for like 7 months now, at 1st 2 months the internet connection was good, now its become so slow and not stable at all, even my mobile data have more stable connection. I can even show proof that their coverage changing alot for the past 7 months",59,en
2ab2a4f6-866f-479a-9d9f-aa0d53266e64,Will install and log in see how first.,2.0,2026-05-21 12:05:58,play_store,MyUMobile,Will install and log in see how first.,8,en
e97f1812-bcd9-4173-bba2-374a12e0e083,my internet using that apps,5.0,2026-05-21 09:11:55,play_store,MyUMobile,my internet using that apps,5,en
0c027b06-3153-4185-a5d6-befab1cc46b6,line bukan lembab lagi. bayar bukan main mahal tapi ko bagi customers ko serupa 20hingget. hawau betul line,1.0,2026-05-20 13:25:00,play_store,MyUMobile,line bukan lembab lagi. bayar bukan main mahal tapi ko bagi customers ko serupa 20hingget. hawau betul line,18,id
a877b865-8996-4888-a9c9-b6850cc5f18c,very bad customer service that and you guys stole my rm30 for gx 30 that i didnt get and i have proof of it,1.0,2026-05-20 07:49:37,play_store,MyUMobile,very bad customer service that and you guys stole my rm30 for gx 30 that i didnt get and i have proof of it,24,en
1e076769-6cd7-4db9-8cd4-8164351645f7,"""Previously, the 4G internet in my area worked well. But recently, the 4G signal has been completely unavailable for 5 consecutive days without any clear solution. This is very disappointing and has affected daily activities. 1 star.”",1.0,2026-05-20 06:29:33,play_store,MyUMobile,"""Previously, the 4G internet in my area worked well. But recently, the 4G signal has been completely unavailable for 5 consecutive days without any clear solution. This is very disappointing and has affected daily activities. 1 star.”",37,en
fe37a544-10fd-43d0-867d-ce8733124239,If you forget to pay in time Umobile will bar you for at least 24 hours after you have made full payment so that you have to hate them!,2.0,2026-05-20 02:50:32,play_store,MyUMobile,If you forget to pay in time Umobile will bar you for at least 24 hours after you have made full payment so that you have to hate them!,29,en
c771fc1b-68e1-464c-a8f3-cd3a138d9360,kenpa erk Umobile ni suka xder line wktu 2/3hari sblum tarikh tamat bil internet?bnyk kli dh jdi mcm ni..hbis sepatutnya 20/5 jam 7.00pm tpi baru 19/5 pkol12.00pm dh hbis,1.0,2026-05-19 17:09:25,play_store,MyUMobile,kenpa erk Umobile ni suka xder line wktu 2/3hari sblum tarikh tamat bil internet?bnyk kli dh jdi mcm ni..hbis sepatutnya 20/5 jam 7.00pm tpi baru 19/5 pkol12.00pm dh hbis,29,id
34a29cfc-038e-40f1-bbba-add3dbfd1245,line slow tak berbaloi pakai.. rugi duit je,1.0,2026-05-19 03:52:43,play_store,MyUMobile,line slow tak berbaloi pakai.. rugi duit je,8,id
38b4655a-8661-422e-8806-aa99ce1da766,"Bad line, line always gone and lag",1.0,2026-05-18 17:45:34,play_store,MyUMobile,"Bad line, line always gone and lag",7,en
6baaac5c-8f9e-4158-85ec-6f3077b957bb,"apa masalah Kau Ni asal line elok tiba tiba lembab nak mampus? Dari elok, tiba tiba, lembab nak mampus, lama pulak tu lepas tu signal hilang terus. tak boleh upgrade speed bagi lagi laju tak apa tapi jangan makin lembab time mustahak nak transfer lah macam haram signal Ni belum pukul 12 Malam lagi lain lah Aku pergi kedai bunian dalam hutan ini kedai Taman je biasa ok tiba tiba macam haram signal Sampai tak Ada. maintain kan lah speed line tu jangan berejam lembabnya. +kalini dia lembab beminggu",1.0,2026-05-18 17:10:47,play_store,MyUMobile,"apa masalah Kau Ni asal line elok tiba tiba lembab nak mampus? Dari elok, tiba tiba, lembab nak mampus, lama pulak tu lepas tu signal hilang terus. tak boleh upgrade speed bagi lagi laju tak apa tapi jangan makin lembab time mustahak nak transfer lah macam haram signal Ni belum pukul 12 Malam lagi lain lah Aku pergi kedai bunian dalam hutan ini kedai Taman je biasa ok tiba tiba macam haram signal Sampai tak Ada. maintain kan lah speed line tu jangan berejam lembabnya. +kalini dia lembab beminggu",89,id
96df05ae-d801-4097-955c-3aae05a1ebfd,"line paling sampah yang aku pernah pakai, kau yg nampak rv aku ni better jangan pakai umobile, kejap² line takda kejap² sampai bar² pun takda, SAMPAH buang duit",1.0,2026-05-17 19:14:39,play_store,MyUMobile,"line paling sampah yang aku pernah pakai, kau yg nampak rv aku ni better jangan pakai umobile, kejap² line takda kejap² sampai bar² pun takda, SAMPAH buang duit",28,id
75b6e6e7-2584-4001-8e16-9f5f2fa3c77f,aku beli internet pakai duit tau line kau ni hilang-hilang kenapa ?????!!!?????,1.0,2026-05-17 18:46:58,play_store,MyUMobile,aku beli internet pakai duit tau line kau ni hilang-hilang kenapa ??!!??,12,id
c1d9492a-cba7-4df4-beb2-358117e61050,kata hujung minggu data laju tapi bila dh hujung makin slow data nya.....lebih baik pakai yg lain Je!!!!! dh bayar kot tapi line tetap slow.....walaupon baru beli line tetap slow nak kata hujung minggu hmmm lagi slow,1.0,2026-05-17 00:51:41,play_store,MyUMobile,kata hujung minggu data laju tapi bila dh hujung makin slow data nya..lebih baik pakai yg lain Je!! dh bayar kot tapi line tetap slow..walaupon baru beli line tetap slow nak kata hujung minggu hmm lagi slow,37,id
3721f183-f71a-47c0-b1ab-61e8bba73d06,"UMobile’s service is a masterclass in mediocrity. In an era where seamless connectivity is a basic expectation, their network crawls at a prehistoric pace. It is utterly baffling how a telecommunications company can charge modern prices for a service that feels stuck in the dial-up age. The coverage is patchy at best, the data speeds are insultingly slow, and customer support feels more like an automated wall than actual assistance. As a consumer, it's not just disappointing — it's infuriating.""",1.0,2026-05-16 15:45:23,play_store,MyUMobile,"UMobile’s service is a masterclass in mediocrity. In an era where seamless connectivity is a basic expectation, their network crawls at a prehistoric pace. It is utterly baffling how a telecommunications company can charge modern prices for a service that feels stuck in the dial-up age. The coverage is patchy at best, the data speeds are insultingly slow, and customer support feels more like an automated wall than actual assistance. As a consumer, it's not just disappointing — it's infuriating.""",80,en
8a53b6e3-8d51-4b6e-8581-16af7b88cc2d,"macam bodoh line, bayar mahal same je",1.0,2026-05-15 07:26:44,play_store,MyUMobile,"macam bodoh line, bayar mahal same je",7,so
81e0f08e-0f3c-4956-a100-9756fc418837,Too slow. 5g still delay buffering. Playing online game suddenly network problem.,1.0,2026-05-15 04:01:52,play_store,MyUMobile,Too slow. 5g still delay buffering. Playing online game suddenly network problem.,12,en
5dc96465-1804-4851-bb1a-f457e2d6ae5f,I need new eSim for my new phone. Can't get OTP when eSim is not installed. Can't request new eSim when I can't access the app. I'm stuck. Should have a different option to log in. Send the code to my email would have been very helpful. Now I'm stuck.,1.0,2026-05-14 18:39:02,play_store,MyUMobile,I need new eSim for my new phone. Can't get OTP when eSim is not installed. Can't request new eSim when I can't access the app. I'm stuck. Should have a different option to log in. Send the code to my email would have been very helpful. Now I'm stuck.,50,en
e754023e-819e-4ca2-8cfe-821e806f39b7,"I've been using U Mobile since 2011, the data speed was not great but still usable previously until past few months when 5G ULTRA was introduced. Now the 4G upload speed is barely move, 5G connection keep switching to 4G+ and 4G. Activate ULTRA 5G Priority pass also won't help. I hope U Mobile channels more resources into upgrading the network service rather than playing with marketing gimmick to fool the users. Free U Special vouchers if fully grabbed, please grey out. Don't waste ppl time.",1.0,2026-05-14 12:02:33,play_store,MyUMobile,"I've been using U Mobile since 2011, the data speed was not great but still usable previously until past few months when 5G ULTRA was introduced. Now the 4G upload speed is barely move, 5G connection keep switching to 4G+ and 4G. Activate ULTRA 5G Priority pass also won't help. I hope U Mobile channels more resources into upgrading the network service rather than playing with marketing gimmick to fool the users. Free U Special vouchers if fully grabbed, please grey out. Don't waste ppl time.",86,en
05ea1b9f-b2be-41b8-8b8b-f7ae0f5744c2,"i want unlimited data with hotspot for a month(30days) without data limit(10gb,200gb,1000gb)cause waste my money!😤...upgrade it!😑",3.0,2026-05-14 11:49:35,play_store,MyUMobile,"i want unlimited data with hotspot for a month(30days) without data limit(10gb,200gb,100gb)cause waste my money!😤..upgrade it!😑",16,en
e855218e-0e94-4169-9413-0bcc8b5811af,"what the hell u mobile,every time I open the apps it appears something wrong,please try again.thats it I'm going to change to another telco.stop using u mobile guys,it's a worse experience ever and the line is a joke.",1.0,2026-05-14 04:14:14,play_store,MyUMobile,"what the hell u mobile,every time I open the apps it appears something wrong,please try again.thats it I'm going to change to another telco.stop using u mobile guys,it's a worse experience ever and the line is a joke.",38,en
35c6948d-8196-47b5-85d7-dfc9bafc5cd1,"When first time use U mobile data, the line is very smooth, but now the line is not good.",3.0,2026-05-13 23:27:32,play_store,MyUMobile,"When first time use U mobile data, the line is very smooth, but now the line is not good.",19,en
12bc3297-fbfe-40db-8b72-a83c8a8b7cb9,signal selalu hilang ditempat kami. sehari 3/4x hilang..bukan sekejap tapi berjam2 4/5 jam.. teruk betul!!! servis masih sama sampai skg.malah makin teruk..skjp2 line hilang!! pedap!! murah pun bukan bayar kredit pakai daun tau!!,1.0,2026-05-13 17:58:16,play_store,MyUMobile,signal selalu hilang ditempat kami. sehari 3/4x hilang..bukan sekejap tapi berjam2 4/5 jam.. teruk betul!! servis masih sama sampai skg.malah makin teruk..skjp2 line hilang!! pedap!! murah pun bukan bayar kredit pakai daun tau!!,33,id
04b4e93f-eaf7-45dd-836f-f4fec955beb2,"I just bought a new SIM card, it seems errors to self register... any idea",1.0,2026-05-13 11:33:16,play_store,MyUMobile,"I just bought a new SIM card, it seems errors to self register.. any idea",15,en
8755878b-5907-406a-a3bc-fdf6ac0dc651,"provides decent internet, BUT its services are very TERRIBLE! my u mobile account had 8rm in it, then when my internet has fully expired, my account suddenly has 5rm inside it, no transactions, no messages saying anything about it, i tried to contact them but they just try to ignore me, THEY STOLE MY MONEY, it also Occasionally turns your 5G internet into 4G/4G+ which DRASTICALLY. slow your internet down. (update): the 3 day 3rm 30gb offer is great. +1 star",2.0,2026-05-12 16:53:12,play_store,MyUMobile,"provides decent internet, BUT its services are very TERRIBLE! my u mobile account had 8rm in it, then when my internet has fully expired, my account suddenly has 5rm inside it, no transactions, no messages saying anything about it, i tried to contact them but they just try to ignore me, THEY STOLE MY MONEY, it also Occasionally turns your 5G internet into 4G/4G+ which DRASTICALLY. slow your internet down. (update): the 3 day 3rm 30gb offer is great. +1 star",81,en
649ea600-362a-4c58-bc92-5130fad85147,babi line slow macam anjing..bazir duit topup je babi...babi baiki la cepat sikit cawangan engkau ni..tolong laaa..line kejap ada kejap takde...memang babi la,1.0,2026-05-12 15:20:56,play_store,MyUMobile,babi line slow macam anjing..bazir duit topup je babi..babi baiki la cepat sikit cawangan engkau ni..tolong laa..line kejap ada kejap takde..memang babi la,23,id
6143bef6-1c58-4a4a-8af9-7813e127e132,coverage is so bad u feel like living in stone age,1.0,2026-05-12 11:43:43,play_store,MyUMobile,coverage is so bad u feel like living in stone age,11,af
c7da5ada-373d-48b5-8941-7c863f70e977,"Kenapa RM25 jauh beza ngan RM35, mmg sengaja nk paksa beli RM35 eh? Perbaikikan!!!",2.0,2026-05-12 09:20:35,play_store,MyUMobile,"Kenapa RM25 jauh beza ngan RM35, mmg sengaja nk paksa beli RM35 eh? Perbaikikan!!",14,id
05c1265f-7bbf-4beb-baa6-af5ab5ac5f12,I can't register new number.. please fix,1.0,2026-05-12 08:42:17,play_store,MyUMobile,I can't register new number.. please fix,7,en
5184aa11-9315-4481-bf09-d45b1d4d590c,"telco yg paling barua sekali,x recommend ambik ni,MCM celaka ,Line mahal pastu lembab",1.0,2026-05-12 08:26:52,play_store,MyUMobile,"telco yg paling barua sekali,x recommend ambik ni,MCM celaka ,Line mahal pastu lembab",13,id
f0c408fe-8955-494f-8b08-af5b6b897dae,give 1 star cause of very poor self register service always ask to go store,1.0,2026-05-12 06:01:12,play_store,MyUMobile,give 1 star cause of very poor self register service always ask to go store,15,en
971b1765-a573-4862-843c-6fd447ee036f,"overall is okay but pls make the unlimited back again , we need that semoga umobile baca ni",4.0,2026-05-10 06:45:57,play_store,MyUMobile,"overall is okay but pls make the unlimited back again , we need that semoga umobile baca ni",18,en
a8e71bd0-c334-4fda-a495-e32290eb83ff,"well ive called customer services multiple times this year due to the bad internet connection they always responded with "" we're fixing up the network connection in ur area right now "" this has been happening for months , i have to constantly switch my mobile data on and off for it to work properly so disappointing . also i paid xtra for 5G and it's no difference at all",1.0,2026-05-10 04:53:07,play_store,MyUMobile,"well ive called customer services multiple times this year due to the bad internet connection they always responded with "" we're fixing up the network connection in ur area right now "" this has been happening for months , i have to constantly switch my mobile data on and off for it to work properly so disappointing . also i paid xtra for 5G and it's no difference at all",70,en
6b4ed12a-e996-421f-b138-463e1da32c26,satu bintang.kawan saya lag pakai u mobile dia terpick valir padahal dia main mm.memang bagus.,1.0,2026-05-10 04:35:19,play_store,MyUMobile,satu bintang.kawan saya lag pakai u mobile dia terpick valir padahal dia main mm.memang bagus.,15,id
44b9f929-e5e8-4b79-b1e3-136030531c16,membazir beli umobile lagi bagus celcom menyesal beli umobile,1.0,2026-05-10 04:04:34,play_store,MyUMobile,membazir beli umobile lagi bagus celcom menyesal beli umobile,9,id
e9e4ce42-da02-4156-be9c-6d74509963f7,"I am disappointed when trying to talk to customer service in order to activate my roaming services but no option to choose to speak to customer service. not user friendly, Very angry , wasted my time",1.0,2026-05-09 07:10:55,play_store,MyUMobile,"I am disappointed when trying to talk to customer service in order to activate my roaming services but no option to choose to speak to customer service. not user friendly, Very angry , wasted my time",36,en
3b810bfb-c86b-4d4a-9d3a-68a15f8b3354,the app is ok but the internet sucks,1.0,2026-05-08 18:23:40,play_store,MyUMobile,the app is ok but the internet sucks,8,en
0c2fd069-cff6-4e26-bf54-f6d1d067fbdf,"charge me unreasonable price ,pls beware of this app thanks",1.0,2026-05-08 11:06:23,play_store,MyUMobile,"charge me unreasonable price ,pls beware of this app thanks",10,en
aaa47ea8-ec76-427f-86ae-f1929b0177a9,"terrible, terrible customer support everything",1.0,2026-05-08 04:19:27,play_store,MyUMobile,"terrible, terrible customer support everything",5,en
9a2269b0-9344-4d22-a0d3-937196537f80,"jalan changkat jong, mukim changkat jongl,perak,teluk intan,36000 in this location extremly poor connection..👎️",1.0,2026-05-07 14:41:12,play_store,MyUMobile,"jalan changkat jong, mukim changkat jongl,perak,teluk intan,3600 in this location extremly poor connection..👎️",13,id
7e2624c0-c964-45bf-aec7-b461e1f4387c,worst app ever. worst line. worst everything.,1.0,2026-05-07 09:12:01,play_store,MyUMobile,worst app ever. worst line. worst everything.,7,en
29ed6799-8397-49f0-bd8f-f696dc31ad72,app u mobile tah pape beli data sebulan tapi dapat data basic,1.0,2026-05-06 17:45:54,play_store,MyUMobile,app u mobile tah pape beli data sebulan tapi dapat data basic,12,id
eec20167-9183-4b13-b751-1f5ea6665a92,why cannot share credit phone number start 011*****.so stupid register this number but when to share credit regarded as not valid phone number.,1.0,2026-05-06 12:57:45,play_store,MyUMobile,why cannot share credit phone number start 011**.so stupid register this number but when to share credit regarded as not valid phone number.,23,en
0e127fa7-87aa-491f-88e1-37c1cbfb1b81,habis 50 ringgit x laju lansung barua 5g pulak tu aishh banyak kerja nak buat pakai data,1.0,2026-05-06 06:50:01,play_store,MyUMobile,habis 50 ringgit x laju lansung barua 5g pulak tu aishh banyak kerja nak buat pakai data,17,id
b638e4a2-fe76-455b-a1ed-2cb3066f71cc,Stupid app. TAC keeps expiring too soo when I'm trying to pay my bill.,1.0,2026-05-06 03:58:16,play_store,MyUMobile,Stupid app. TAC keeps expiring too soo when I'm trying to pay my bill.,14,en
879c6b76-7ccf-4029-ad8a-07a07f2a7c80,Not even can log in,1.0,2026-05-06 01:42:54,play_store,MyUMobile,Not even can log in,5,en
71b535da-30b9-4283-8f23-a307941203c9,"it's getting bad and bad. Slow internet connection, isn't worth it at all!!",1.0,2026-05-05 14:37:47,play_store,MyUMobile,"it's getting bad and bad. Slow internet connection, isn't worth it at all!!",13,en
c760710e-07aa-41eb-bc7f-84e52dc761cd,"Kejap ada Internet, Kejap tak ada internet, tiap2 bulan tak miss bayar lagi.",1.0,2026-05-05 14:04:42,play_store,MyUMobile,"Kejap ada Internet, Kejap tak ada internet, tiap2 bulan tak miss bayar lagi.",13,id
e99fb072-4f61-4430-8e38-e001a1e33f9f,"line siput suda beli high speed 5G masi siput , bulanan pn x guna",1.0,2026-05-05 13:36:14,play_store,MyUMobile,"line siput suda beli high speed 5G masi siput , bulanan pn x guna",14,id
4282acfe-9080-4bee-99e0-1cf4a264d75d,"app ok, sms mcm mabuk besepah nak suruh upgrade postpaid berkilo2, bila ada disruption tak bagi tau.",3.0,2026-05-04 15:30:56,play_store,MyUMobile,"app ok, sms mcm mabuk besepah nak suruh upgrade postpaid berkilo2, bila ada disruption tak bagi tau.",17,id
9c9c5adf-9584-4388-b737-17021110d88b,dah beli unlimited pun slow,1.0,2026-05-04 09:35:23,play_store,MyUMobile,dah beli unlimited pun slow,5,id
390122de-2811-4695-912d-6948d806cdc1,"I’m disappointed with U Mobile’s billing system. Every time I reload, RM17 gets deducted automatically every month even when I still have balance in my account. The deductions are too much and unclear. They should fix this issue and be more transparent with customers about where the money is going. I do not recommend buying a U Mobile SIM card, especially for tourists visiting Malaysia. There are better options with clearer charges and more reliable service. 🙄",1.0,2026-05-03 12:00:44,play_store,MyUMobile,"I’m disappointed with U Mobile’s billing system. Every time I reload, RM17 gets deducted automatically every month even when I still have balance in my account. The deductions are too much and unclear. They should fix this issue and be more transparent with customers about where the money is going. I do not recommend buying a U Mobile SIM card, especially for tourists visiting Malaysia. There are better options with clearer charges and more reliable service. 🙄",77,en
fda8d4c0-591a-4d28-8d77-e0a442cfa275,line kawasan 5g to dapat 2kbps gile ke sebelum ni ok je.. report pn x jalan,1.0,2026-05-02 03:06:51,play_store,MyUMobile,line kawasan 5g to dapat 2kbps gile ke sebelum ni ok je.. report pn x jalan,16,id
b899938d-9c87-4d38-a8e7-c0caeeee35bc,"2 kata Lucu ""uLteRa PaNtAS"" lawak u mobile aku Kat KL ni pun nk tengok YT/TT tak lepas😹",1.0,2026-05-01 08:23:21,play_store,MyUMobile,"2 kata Lucu ""uLteRa PaNtAS"" lawak u mobile aku Kat KL ni pun nk tengok YT/TT tak lepas😹",18,id
8fa990dc-a7bb-4b55-b998-31bb9f20bbb0,"nape line internet selalu tiada dari 5g pegi EDGE, gampang fix la line tu teruk sgat ni, selalu putus. bulan ni x fix memang putus la pegi telco lain.",1.0,2026-04-30 18:18:28,play_store,MyUMobile,"nape line internet selalu tiada dari 5g pegi EDGE, gampang fix la line tu teruk sgat ni, selalu putus. bulan ni x fix memang putus la pegi telco lain.",29,id
520f6d01-18be-4844-a21b-6d80132e8d9e,"i lost my ultra5g connection starting 2-3 month ago, please fix this problem",2.0,2026-04-30 17:40:11,play_store,MyUMobile,"i lost my ultra5g connection starting 2-3 month ago, please fix this problem",13,en
b1e3cb8c-025c-457e-999d-f800f33d37af,"Honestly, the line quality is really disappointing. Internet selalu slow, signal tak stabil especially dalam kawasan tertentu. For the price paid, the service doesn’t meet expectations at all. Please improve your network coverage and consistency.",1.0,2026-04-30 12:51:57,play_store,MyUMobile,"Honestly, the line quality is really disappointing. Internet selalu slow, signal tak stabil especially dalam kawasan tertentu. For the price paid, the service doesn’t meet expectations at all. Please improve your network coverage and consistency.",35,en
ad095c69-e720-4804-804d-bbee1592f19a,line paling bodohh aku dh bayar masa penggunaan belum habis dah tkleh guna no connection,1.0,2026-04-30 07:40:21,play_store,MyUMobile,line paling bodohh aku dh bayar masa penggunaan belum habis dah tkleh guna no connection,15,id
5ffc6ff4-47c6-4dfe-af0f-2a600442be4d,"Very unhelpful, I cannot even self register my new line, and I also cannot buy new line from this app. If you want people to use your app and service, make it easier.",2.0,2026-04-29 23:23:43,play_store,MyUMobile,"Very unhelpful, I cannot even self register my new line, and I also cannot buy new line from this app. If you want people to use your app and service, make it easier.",33,en
3500a7cc-bec7-42dd-9ac1-ac34c7bc3bee,Bayar Mahal Mahal line slow mcm tk guna je uMobile ni kt malaysia kata maintenance 5 jam ni dh satu hari dj mcm orang bodo aku tunggu,1.0,2026-04-29 23:22:47,play_store,MyUMobile,Bayar Mahal Mahal line slow mcm tk guna je uMobile ni kt malaysia kata maintenance 5 jam ni dh satu hari dj mcm orang bodo aku tunggu,27,id
c787e8cf-646d-4ca6-9b9a-0c725312e24e,line selalu sgt hilang beli sampai rm50 sebulan pun x de line nak call credit je mesti line g,1.0,2026-04-29 14:51:10,play_store,MyUMobile,line selalu sgt hilang beli sampai rm50 sebulan pun x de line nak call credit je mesti line g,19,id
4cc7f727-5e5d-46db-baa9-4859a51d1057,"Kepada pengguna Prabayar Umobile, hati2 dengan teks yang dikeluarkan oleh umobile app sebaik sahaja anda topup. sangat xprofesional. Habis kredit anda tanpa anda sedari. Dear Umobile prepaid customers, you better be extremely wary with umobile texts especially right after you top up a certain amount of money. The app will suggest you get a bigger plan and use up your credit for a plan did not intend to get. I never wanted to upgrade, I just want to topup quickly and get on with my business.",1.0,2026-04-29 06:40:15,play_store,MyUMobile,"Kepada pengguna Prabayar Umobile, hati2 dengan teks yang dikeluarkan oleh umobile app sebaik sahaja anda topup. sangat xprofesional. Habis kredit anda tanpa anda sedari. Dear Umobile prepaid customers, you better be extremely wary with umobile texts especially right after you top up a certain amount of money. The app will suggest you get a bigger plan and use up your credit for a plan did not intend to get. I never wanted to upgrade, I just want to topup quickly and get on with my business.",86,en
1eebc73a-de43-49d0-9764-ed8b52414fb5,App teruk...banyak kali nak login asyik terkeluar sendiri.Da tekan no OTP laju2 pon macam bangang asyik ter Logout.Menyusahkan orang.,1.0,2026-04-29 03:02:20,play_store,MyUMobile,App teruk..banyak kali nak login asyik terkeluar sendiri.Da tekan no OTP laju2 pon macam bangang asyik ter Logout.Menyusahkan orang.,19,id
e4b089c9-ba9f-40b9-a9a6-f7cb18d17f1c,this app is stupidly bad. i cant even register my sim card. its has been 2 days that im trying to register my sim card. if it has a negative star. i will be for sure to rate it as -5 star. what a waste of my time and i will never get it back.,1.0,2026-04-29 00:53:37,play_store,MyUMobile,this app is stupidly bad. i cant even register my sim card. its has been 2 days that im trying to register my sim card. if it has a negative star. i will be for sure to rate it as -5 star. what a waste of my time and i will never get it back.,55,en
2b4e4949-19b1-4527-87d3-750145d9c8ee,app is not open from 21st feb to until now (date 28.4.2026),1.0,2026-04-28 17:06:54,play_store,MyUMobile,app is not open from 21st feb to until now (date 28.4.2026),12,en
d0b36770-84b0-4c98-a88e-c48bc6b7653c,please upgrade system...data unlimited tapi selalu slow line....lama lama guna selalu problem line padahal tiada gangguan cuaca,1.0,2026-04-28 15:22:34,play_store,MyUMobile,please upgrade system..data unlimited tapi selalu slow line..lama lama guna selalu problem line padahal tiada gangguan cuaca,17,id
